ingredients,dish
coconut_milk fish garlic mustard_seeds tomato,fish_curry
aloo oil onion spinach turmeric,saag_aloo
capsicum rice soy_sauce vinegar,vegetable_fried_rice
aloo cumin garlic matar oil,aloo_matar
asafoetida ghee ginger mustard_seeds oil toor_dal,dal_tadka
butter coriander garam_masala palak paneer,palak_paneer
aloo cumin garam_masala ghee ginger wheat_flour,aloo_paratha
aloo amchur garam_masala ginger maida matar oil,samosa
chili ginger moong_dal,moong_dal
chili cream garlic mushroom,mushroom_masala
garlic palak paneer turmeric,palak_paneer
beans capsicum carrot chili coriander peas tomato,mixed_vegetable
baingan garam_masala ginger mustard_oil tomato turmeric,baingan_bharta
garam_masala ginger lauki tomato,lauki_sabzi
garam_masala garlic lauki onion tomato,lauki_sabzi
cumin ginger paneer tomato,paneer_bhurji
baingan chili coriander ginger,baingan_bharta
chili ginger paneer tomato,paneer_bhurji
aloo chili ghee matar oil tomato,aloo_matar
asafoetida curry_leaves ghee moong_dal oil tomato,tarka_dal
garlic masoor_dal mustard_seeds tomato turmeric,masoor_dal
coriander ginger matar paneer,matar_paneer
basmati_rice cinnamon coriander garlic mutton yogurt,mutton_biryani
butter carom_seeds chili methi wheat_flour,methi_paratha
beans carrot corn cumin peas tomato,mixed_vegetable
aloo bread cheese chili cumin onion tomato,aloo_sandwich
chili coconut_milk curry_leaves garlic oil prawn,prawn_masala
cashew coriander cream ginger paneer saffron yogurt,shahi_paneer
beans carrot cauliflower chili coriander peas tomato,mixed_vegetable
cashew chicken cream cumin garlic,korma
aloo amchur ginger methi,aloo_methi
cumin oil onion pepper tomato,tomato_soup
chickpea cumin garlic ghee maida yogurt,chole_bhature
coriander garlic ghee ginger matar minced_meat,keema_matar
garlic ginger kasuri_methi lauki tomato turmeric,lauki_sabzi
besan curry_leaves oil turmeric yogurt,dhokla
chili ghee methi wheat_flour yogurt,methi_paratha
besan chili ghee oil onion yogurt,kadhi_pakora
chickpea cumin garam_masala ginger maida oil tomato,chole_bhature
basmati_rice chicken clove garlic ginger pepper,chicken_pulao
chickpea coriander garlic ginger maida,chole_bhature
chili garam_masala ghee ginger onion paneer wheat_flour,paneer_paratha
ajwain butter garam_masala ginger gobi wheat_flour,gobi_paratha
garam_masala ghee ginger matar paneer,matar_paneer
chili coconut_milk garlic prawn tomato,prawn_masala
basmati_rice chicken cinnamon garam_masala ghee mint rice,chicken_biryani
aloo chili ginger oil palak,aloo_palak
chana_masala_powder chickpea garam_masala garlic ginger,chana_masala
carrot chili_sauce egg ginger rice soy_sauce,egg_fried_rice
chicken coriander garlic ginger,korma
chili coriander oil palak paneer,palak_paneer
aloo bread butter chili coriander onion,aloo_sandwich
basmati_rice cardamom mint onion,vegetable_biryani
chili masoor_dal oil tomato,masoor_dal
garam_masala ghee moong_dal rice turmeric,khichdi
basmati_rice capsicum coriander onion,vegetable_biryani
anardana chickpea ghee maida onion tomato,chole_bhature
chili coriander cream paneer yogurt,shahi_paneer
besan ghee turmeric yogurt,kadhi_pakora
cumin ghee ginger oil toor_dal,dal_tadka
aloo butter garam_masala matar onion tomato turmeric,aloo_matar
basmati_rice chicken clove rice yogurt,chicken_biryani
basmati_rice cardamom onion turmeric,biryani
aloo bread chaat_masala cheese coriander onion tomato,aloo_sandwich
aloo cream garam_masala ghee oil palak,aloo_palak
butter chicken cumin ginger tomato turmeric,butter_chicken
besan mustard_seeds oil onion yogurt,kadhi_pakora
basmati_rice garlic oil onion peas pepper,vegetable_pulao
cumin garlic ghee matar oil paneer turmeric,matar_paneer
beans garlic pepper rice,vegetable_fried_rice
aloo chili garlic ginger mustard_seeds yogurt,dahi_aloo
bay_leaf chicken coriander tomato yogurt,chicken_curry
chili coriander egg ginger oil onion,anda_bhurji
asafoetida garlic moong_dal onion rice,khichdi
garam_masala ghee tomato toor_dal,dal_fry
basmati_rice cardamom garlic mutton onion yogurt,mutton_biryani
butter cumin ginger kasuri_methi paneer tomato,paneer_tikka_masala
bay_leaf mutton yogurt,mutton_curry
cashew chicken chili garlic,korma
aloo bread butter cumin onion tomato,aloo_sandwich
aloo bread butter cheese chili onion,aloo_sandwich
ajwain butter chili gobi onion wheat_flour,gobi_paratha
cardamom cashew cream paneer yogurt,shahi_paneer
aloo chili garlic ginger oil turmeric yogurt,dahi_aloo
basmati_rice cumin garlic ghee potato,vegetable_pulao
butter cumin garlic palak paneer,palak_paneer
capsicum chili ginger kasuri_methi oil paneer,paneer_bhurji
garam_masala mushroom oil turmeric,mushroom_masala
chili cumin methi oil wheat_flour,methi_paratha
chili ginger palak paneer,palak_paneer
asafoetida chili coriander ginger maida moong_dal oil,kachori
chili ghee ginger moong_dal tomato turmeric,tarka_dal
basmati_rice ginger turmeric yogurt,biryani
basmati_rice coriander garlic ginger mint,biryani
ajwain amchur bhindi ginger onion tomato,bhindi_masala
coriander ginger lauki turmeric,lauki_sabzi
basmati_rice cinnamon ginger oil,vegetable_pulao
butter coriander garlic ginger pav pav_bhaji_masala potato,pav_bhaji
aloo garlic ginger gobi turmeric,aloo_gobi
aloo butter coriander garlic ginger gobi,aloo_gobi
aloo butter chili gobi onion tomato,aloo_gobi
ajwain aloo gobi onion,aloo_gobi
chicken garam_masala ghee,korma
basmati_rice chicken cumin garlic oil onion,chicken_pulao
coriander ghee ginger kasuri_methi lauki,lauki_sabzi
cream garam_masala garlic rajma urad_dal,dal_makhani
aloo coriander ginger onion wheat_flour,aloo_paratha
aloo bread coriander onion,aloo_sandwich
chili cream garam_masala garlic paneer,paneer_tikka_masala
chickpea cumin garlic oil onion turmeric,chana_masala
coriander egg ginger oil tomato turmeric,egg_curry
amchur chickpea chili onion,chana_masala
coconut_milk cumin prawn turmeric,prawn_masala
butter chicken garam_masala tomato,butter_chicken
chili cumin ghee matar onion paneer tomato,matar_paneer
asafoetida curry_leaves ginger semolina urad_dal,upma
chicken coriander garam_masala yogurt,korma
cream ginger kasuri_methi paneer,paneer_tikka_masala
cashew chicken chili yogurt,korma
ghee lauki turmeric,lauki_sabzi
chickpea cumin ghee maida oil onion,chole_bhature
coriander garam_masala ghee ginger matar paneer,matar_paneer
basmati_rice corn cumin ginger,vegetable_pulao
butter coriander egg garlic,anda_bhurji
coconut_milk coriander curry_leaves fish ginger oil,fish_curry
basmati_rice cardamom chicken ghee mint rice yogurt,chicken_biryani
beans capsicum carrot chili garlic oil peas,mixed_vegetable
coriander fish ginger oil,fish_curry
coriander cream onion paneer saffron,shahi_paneer
basmati_rice chicken garam_masala garlic ginger onion rice,chicken_biryani
asafoetida garlic ghee ginger moong_dal rice,khichdi
chili garlic matar minced_meat turmeric,keema_matar
besan lemon mustard_seeds sugar yogurt,dhokla
coriander garlic toor_dal,dal_tadka
bread cucumber pepper,vegetable_sandwich
aloo amchur besan chili oil,aloo_tikki
butter chicken coriander ginger kasuri_methi,butter_chicken
capsicum chili ginger semolina,upma
cumin egg onion tomato,egg_curry
coconut_milk garam_masala ginger prawn tomato,prawn_masala
ajwain garam_masala ginger paneer wheat_flour,paneer_paratha
aloo butter matar oil onion turmeric,aloo_matar
besan curry_leaves ghee ginger oil turmeric yogurt,kadhi_pakora
garam_masala garlic ghee kasuri_methi lauki tomato,lauki_sabzi
beans garlic onion pepper rice,vegetable_fried_rice
garlic moong_dal onion pepper rice,khichdi
aloo coriander garam_masala ginger maida onion,samosa
chickpea garam_masala oil onion turmeric,chana_masala
basmati_rice bay_leaf yogurt,biryani
beans carrot garlic rice vinegar,vegetable_fried_rice
coriander ginger paneer,paneer_tikka_masala
butter chili coriander cream onion paneer tomato,paneer_butter_masala
garlic kasuri_methi paneer,paneer_tikka_masala
egg garam_masala oil tomato,egg_curry
aloo besan bread_crumbs chaat_masala chili oil onion,aloo_tikki
capsicum chili_sauce corn garlic pepper rice,vegetable_fried_rice
butter capsicum coriander garlic pav potato,pav_bhaji
chili garlic moong_dal,tarka_dal
butter ginger oil paneer turmeric,paneer_bhurji
bread butter chaat_masala cheese cucumber pepper,vegetable_sandwich
ajwain aloo ginger maida matar oil,samosa
chicken garlic onion tomato turmeric,chicken_tikka_masala
aloo cumin maida oil,samosa
capsicum carrot onion rice soy_sauce,vegetable_fried_rice
besan mustard_seeds oil sugar yogurt,dhokla
basmati_rice coriander garlic ghee mint,biryani
basmati_rice carrot coriander garlic ghee mint,vegetable_biryani
chili cumin ginger paneer tomato,paneer_butter_masala
besan cauliflower chili coriander paneer spinach,pakora
chaat_masala coriander tomato yogurt,raita
aloo bread butter cheese coriander tomato,aloo_sandwich
cumin ginger oil paneer,paneer_bhurji
chicken garam_masala ginger onion tomato turmeric,chicken_tikka_masala
capsicum carrot garlic pepper rice,vegetable_fried_rice
chili coconut_milk fish garlic ginger,fish_curry
asafoetida ginger moong_dal oil,moong_dal
curry_leaves fish garlic,fish_curry
cream garam_masala kasuri_methi rajma tomato urad_dal,dal_makhani
chickpea chili coriander ghee ginger maida oil,chole_bhature
chickpea coriander onion,chana_masala
ajwain aloo amchur ginger onion wheat_flour,aloo_paratha
chili garlic ginger moong_dal,tarka_dal
chili ghee rice urad_dal,dosa
basmati_rice cardamom garlic onion,biryani
chickpea chili coriander maida onion,chole_bhature
chili coriander garlic masoor_dal tomato,masoor_dal
aloo bread butter cheese coriander onion,aloo_sandwich
amchur chickpea cumin garlic onion,chana_masala
aloo chili garlic methi oil turmeric,aloo_methi
butter coriander mushroom turmeric,mushroom_masala
beans carrot cumin garlic onion peas,mixed_vegetable
cumin garlic toor_dal,dal_tadka
cumin garlic matar oil onion paneer,matar_paneer
basmati_rice cardamom cumin mint,biryani
ajwain aloo garam_masala ginger maida,samosa
egg garlic rice vinegar,egg_fried_rice
chickpea coriander ginger tomato,chana_masala
basmati_rice cardamom cinnamon ghee mutton,mutton_biryani
bay_leaf butter chicken cumin ginger yogurt,chicken_curry
basmati_rice cinnamon garlic mint mutton saffron yogurt,mutton_biryani
butter capsicum chili cumin ginger pav potato,pav_bhaji
boondi cumin yogurt,raita
besan chili curry_leaves lemon oil yogurt,dhokla
butter chili coriander oil tomato,tomato_soup
butter capsicum egg turmeric,omelette
cashew chili coriander cream garlic onion paneer,shahi_paneer
garlic maggi_noodles masala oil onion pepper,maggi
curry_leaves peanut poha,poha
butter chili coriander paneer,paneer_tikka_masala
basmati_rice bay_leaf oil pepper,vegetable_pulao
chili egg onion turmeric,egg_curry
garlic lauki turmeric,lauki_sabzi
cumin ghee moong_dal onion,moong_dal
basmati_rice capsicum garlic ghee saffron,vegetable_biryani
butter coriander cumin oil tomato,tomato_soup
butter chicken coriander cream turmeric,butter_chicken
besan chili lemon oil turmeric yogurt,dhokla
beans carrot cumin mushroom onion peas,mixed_vegetable
aloo amchur coriander ginger gobi,aloo_gobi
baingan chili garlic ginger onion turmeric,baingan_bharta
chicken garam_masala oil pepper,chicken_curry
besan bhindi coriander,bhindi_masala
aloo coriander ghee methi turmeric,aloo_methi
chili garlic ghee matar minced_meat oil,keema_matar
beans carrot ghee mushroom peas tomato turmeric,mixed_vegetable
rice spring_onion vinegar,vegetable_fried_rice
cream garam_masala paneer tomato turmeric,paneer_tikka_masala
asafoetida garlic ghee moong_dal,moong_dal
beans carrot coriander ginger peas potato tomato,mixed_vegetable
basmati_rice bay_leaf chicken garlic yogurt,chicken_pulao
bhindi coriander garlic,bhindi_masala
besan chili coriander oil,pakora
oil onion peanut poha turmeric,poha
cardamom chicken chili garlic ginger,korma
besan chili curry_leaves ginger oil onion yogurt,kadhi_pakora
amchur bhindi oil onion,bhindi_masala
curry_leaves ginger prawn tomato,prawn_masala
chili garam_masala garlic ginger lauki oil,lauki_sabzi
coriander garam_masala ghee ginger moong_dal oil,moong_dal
chili kasuri_methi lauki tomato,lauki_sabzi
cashew chili curry_leaves ginger oil semolina,upma
butter coriander ginger onion paneer wheat_flour,paneer_paratha
chicken chili coriander ginger onion,korma
garlic oil paneer turmeric,paneer_bhurji
asafoetida cumin ginger toor_dal,dal_tadka
butter chicken coriander cumin onion tomato,butter_chicken
butter capsicum coriander garlic paneer turmeric,paneer_bhurji
coriander egg onion turmeric,anda_bhurji
butter maggi_noodles masala pepper,maggi
chili cream onion paneer saffron tomato,shahi_paneer
amchur asafoetida fennel maida moong_dal,kachori
aloo chili cumin ginger methi onion,aloo_methi
basmati_rice cardamom ginger pepper,vegetable_pulao
coriander cumin matar minced_meat tomato,keema_matar
aloo chili cumin ghee oil yogurt,dahi_aloo
bay_leaf ginger mutton onion,mutton_curry
basmati_rice cardamom garlic mint onion turmeric,biryani
garam_masala garlic ginger matar minced_meat turmeric,keema_matar
basmati_rice bay_leaf garam_masala onion,vegetable_biryani
cumin moong_dal onion rice turmeric,khichdi
garam_masala garlic moong_dal rice turmeric,khichdi
mustard_seeds oil rice urad_dal,idli
chicken chili garam_masala garlic ghee onion,korma
coriander cumin ghee ginger matar paneer tomato,matar_paneer
chili egg ginger oil onion turmeric,anda_bhurji
butter kasuri_methi paneer turmeric,paneer_bhurji
ghee lauki oil tomato turmeric,lauki_sabzi
basmati_rice cumin garam_masala garlic ghee peas yogurt,vegetable_biryani
chili cream ginger onion paneer tomato,paneer_butter_masala
cream garam_masala paneer saffron yogurt,shahi_paneer
aloo garlic kasuri_methi palak,aloo_palak
chicken coriander cumin garlic onion tomato,chicken_tikka_masala
coconut_milk coriander oil prawn tomato,prawn_masala
chili coconut_milk garam_masala prawn tomato,prawn_masala
chickpea coriander garam_masala garlic,chana_masala
basmati_rice bay_leaf ginger,vegetable_pulao
aloo coriander garlic ghee oil turmeric yogurt,dahi_aloo
asafoetida moong_dal oil onion,moong_dal
cashew chicken garam_masala onion yogurt,korma
chili garam_masala garlic ginger lauki,lauki_sabzi
aloo amchur butter ghee onion wheat_flour,aloo_paratha
boondi carrot chili coriander cucumber yogurt,raita
butter cumin egg garam_masala,anda_bhurji
basmati_rice cardamom chicken mint rice,chicken_biryani
ajwain ghee methi wheat_flour yogurt,methi_paratha
anardana chickpea cumin garlic ginger maida onion,chole_bhature
aloo besan chaat_masala chili ginger,aloo_tikki
bread carrot chaat_masala cheese chili onion,vegetable_sandwich
egg garam_masala tomato turmeric,egg_curry
aloo besan bread_crumbs chili coriander onion,aloo_tikki
butter chili garlic ginger maggi_noodles masala turmeric,maggi
basmati_rice clove garlic ghee oil pepper potato,vegetable_pulao
chickpea cumin ginger oil,chana_masala
aloo besan bread_crumbs coriander cumin ginger,aloo_tikki
aloo cumin ghee ginger matar oil,aloo_matar
aloo bhindi coriander oil turmeric,aloo_bhindi
besan bhindi garam_masala oil tomato,bhindi_masala
butter cashew chili coriander cream garlic paneer,shahi_paneer
chili ghee matar onion paneer,matar_paneer
aloo ghee ginger gobi kasuri_methi,aloo_gobi
asafoetida coriander garlic ginger moong_dal,moong_dal
aloo besan chaat_masala coriander ginger,aloo_tikki
cumin onion toor_dal turmeric,dal_fry
coriander cumin onion toor_dal,dal_fry
coconut_milk fish ginger turmeric,fish_curry
basmati_rice clove mint,vegetable_biryani
garam_masala ghee ginger kasuri_methi onion toor_dal,dal_fry
coriander garlic oil paneer,paneer_bhurji
chili ginger masoor_dal,masoor_dal
basmati_rice capsicum chili garlic yogurt,vegetable_biryani
amchur besan bhindi garam_masala onion,bhindi_masala
chickpea garlic ginger oil turmeric,chana_masala
coriander cream garam_masala rajma urad_dal,dal_makhani
chili garam_masala garlic lauki tomato,lauki_sabzi
basmati_rice chili ghee mint turmeric yogurt,biryani
butter coriander egg,omelette
garam_masala onion paneer,paneer_tikka_masala
chili paneer tomato yogurt,paneer_tikka_masala
oil paneer turmeric,paneer_bhurji
cream cumin paneer turmeric,paneer_tikka_masala
aloo garam_masala gobi oil,aloo_gobi
aloo amchur cumin ghee ginger methi onion,aloo_methi
asafoetida kasuri_methi oil toor_dal,dal_tadka
chili cream garam_masala paneer tomato yogurt,shahi_paneer
egg garlic onion rice soy_sauce spring_onion vinegar,egg_fried_rice
asafoetida garam_masala garlic tomato toor_dal,dal_fry
aloo butter cumin garam_masala garlic palak,aloo_palak
chickpea coriander ghee maida oil yogurt,chole_bhature
aloo besan bread_crumbs chaat_masala coriander ginger onion,aloo_tikki
chili cream garlic pepper tomato,tomato_soup
cashew cream onion paneer saffron,shahi_paneer
garam_masala garlic paneer,paneer_tikka_masala
basmati_rice beans cinnamon clove garlic oil,vegetable_pulao
cumin garam_masala garlic mushroom,mushroom_masala
cumin garlic mushroom,mushroom_masala
aloo chili garam_masala ghee ginger palak,aloo_palak
basmati_rice cinnamon clove ginger oil,vegetable_pulao
basmati_rice chicken ghee onion rice turmeric yogurt,chicken_biryani
butter coriander cream onion pepper tomato,tomato_soup
curry_leaves fish onion tomato,fish_curry
chickpea chili tomato,chana_masala
chili garam_masala ghee lauki onion,lauki_sabzi
capsicum maggi_noodles masala oil turmeric,maggi
bread pepper tomato,vegetable_sandwich
cardamom cashew coriander cream paneer tomato yogurt,shahi_paneer
bay_leaf chili mutton oil tomato yogurt,mutton_curry
chili curry_leaves garlic prawn,prawn_masala
amchur chickpea coriander ginger maida oil,chole_bhature
coriander kasuri_methi oil toor_dal,dal_fry
cardamom ginger mutton oil tomato,mutton_curry
cumin masoor_dal onion,masoor_dal
carrot coriander cumin onion yogurt,raita
chili prawn tomato turmeric,prawn_masala
cream mushroom oil turmeric,mushroom_masala
basmati_rice chili cumin ghee yogurt,biryani
cumin garlic moong_dal mustard_seeds,tarka_dal
beans carrot garam_masala ghee oil peas tomato,mixed_vegetable
garlic ghee oil toor_dal turmeric,dal_tadka
coriander egg garam_masala garlic,egg_curry
ajwain aloo amchur ginger maida onion,samosa
chicken cream kasuri_methi tomato turmeric,chicken_tikka_masala
aloo amchur butter cumin onion wheat_flour,aloo_paratha
aloo chili garam_masala ginger maida oil onion,samosa
cumin onion tomato toor_dal,dal_tadka
cream cumin rajma tomato urad_dal,dal_makhani
aloo bread butter coriander onion tomato,aloo_sandwich
cashew chili cream paneer tomato,shahi_paneer
coriander cumin garlic oil tomato,tomato_soup
basmati_rice chicken garlic ginger turmeric,chicken_pulao
aloo ginger spinach turmeric,saag_aloo
baingan coriander cumin mustard_oil oil,baingan_bharta
aloo butter kasuri_methi palak,aloo_palak
basmati_rice garam_masala ghee potato,vegetable_biryani
chicken cream garam_masala onion,korma
chana_masala_powder chickpea cumin garlic onion tomato,chana_masala
aloo onion spinach turmeric,saag_aloo
corn garlic maggi_noodles masala tomato turmeric,maggi
butter cream cumin garlic kasuri_methi mushroom,mushroom_masala
amchur butter chili ghee ginger gobi wheat_flour,gobi_paratha
asafoetida beans cashew chili onion semolina urad_dal,upma
cashew coriander cumin paneer tomato,paneer_butter_masala
amchur chickpea maida oil yogurt,chole_bhature
cumin masoor_dal mustard_seeds tomato,masoor_dal
cream cumin kasuri_methi paneer tomato yogurt,paneer_tikka_masala
ajwain aloo ghee gobi,aloo_gobi
cumin ghee kasuri_methi lauki oil onion,lauki_sabzi
garam_masala mutton onion,mutton_curry
chili garlic masoor_dal oil onion turmeric,masoor_dal
butter chicken coriander garam_masala ginger tomato,butter_chicken
chili coriander cream garlic palak paneer,palak_paneer
aloo butter coriander garam_masala garlic ghee matar,aloo_matar
butter coriander cream tomato,tomato_soup
chili oil toor_dal,dal_fry
garam_masala mutton onion tomato turmeric,mutton_curry
butter chicken chili cumin ginger,butter_chicken
basmati_rice bay_leaf cardamom ghee oil onion,vegetable_pulao
butter cashew chicken cream kasuri_methi,butter_chicken
cream garam_masala paneer tomato turmeric yogurt,paneer_tikka_masala
chili cumin garlic matar minced_meat onion tomato,keema_matar
chili cream garlic ginger paneer saffron tomato,shahi_paneer
coriander garam_masala garlic lauki,lauki_sabzi
anardana chickpea cumin garlic ginger maida oil,chole_bhature
anardana chickpea chili maida onion,chole_bhature
coriander cream cumin garlic ginger paneer,paneer_tikka_masala
ajwain butter chili ginger gobi wheat_flour,gobi_paratha
chicken chili cream onion tomato yogurt,chicken_tikka_masala
asafoetida cumin ginger moong_dal oil rice,khichdi
bread carrot chaat_masala cheese cucumber,vegetable_sandwich
aloo chili cumin garlic ghee oil yogurt,dahi_aloo
butter cumin egg garlic oil,anda_bhurji
cashew chicken coriander cream,korma
capsicum cumin kasuri_methi oil paneer,paneer_bhurji
chili coriander ghee moong_dal,moong_dal
chili garlic ghee matar minced_meat onion turmeric,keema_matar
coconut_milk coriander fish mustard_seeds,fish_curry
basmati_rice capsicum cumin ginger,vegetable_pulao
carrot chaat_masala cumin onion tomato yogurt,raita
basmati_rice cinnamon cumin garlic ghee ginger,vegetable_pulao
basmati_rice bay_leaf chicken onion pepper yogurt,chicken_pulao
bread carrot cheese pepper,vegetable_sandwich
aloo chili garlic ghee spinach,saag_aloo
curry_leaves oil onion poha potato turmeric,poha
besan chili coriander oil paneer,pakora
chili coconut_milk coriander fish onion tomato,fish_curry
basmati_rice cumin ghee ginger mutton onion turmeric,mutton_biryani
butter carom_seeds ghee methi turmeric wheat_flour yogurt,methi_paratha
cream garam_masala mushroom,mushroom_masala
chili ghee moong_dal,tarka_dal
chili cumin garlic ghee lauki,lauki_sabzi
curry_leaves fish garlic oil,fish_curry
butter chili pav potato tomato,pav_bhaji
chili_sauce corn oil rice soy_sauce,vegetable_fried_rice
aloo cream ginger palak turmeric,aloo_palak
carrot chili maggi_noodles masala onion pepper,maggi
aloo chili cumin ghee ginger onion wheat_flour,aloo_paratha
chili curry_leaves ghee moong_dal tomato,tarka_dal
aloo amchur butter garlic gobi,aloo_gobi
egg garam_masala onion tomato,egg_curry
ajwain butter methi oil wheat_flour yogurt,methi_paratha
capsicum garlic pepper rice spring_onion vinegar,vegetable_fried_rice
garam_masala ginger matar minced_meat onion turmeric,keema_matar
besan curry_leaves ghee ginger mustard_seeds yogurt,kadhi_pakora
chickpea chili garlic oil onion turmeric,chana_masala
beans cashew curry_leaves ghee mustard_seeds semolina,upma
aloo amchur matar onion,aloo_matar
butter capsicum chili egg oil turmeric,anda_bhurji
asafoetida capsicum chili ginger semolina urad_dal,upma
coriander fish garlic oil onion,fish_curry
cream garam_masala garlic paneer yogurt,paneer_tikka_masala
chili cream garam_masala paneer,paneer_tikka_masala
asafoetida cumin ginger moong_dal oil tomato,tarka_dal
aloo chili coriander ghee oil yogurt,dahi_aloo
baingan garam_masala ginger mustard_oil,baingan_bharta
anardana chickpea coriander garlic ghee maida onion,chole_bhature
chicken chili cumin ginger,korma
chili onion poha,poha
garlic ghee kasuri_methi onion palak paneer,palak_paneer
aloo cream garam_masala kasuri_methi palak,aloo_palak
ghee ginger kasuri_methi tomato toor_dal,dal_tadka
aloo chili garlic ginger oil palak,aloo_palak
capsicum cumin garam_masala garlic ginger paneer,paneer_bhurji
moong_dal onion pepper rice,khichdi
maggi_noodles masala oil pepper tomato,maggi
aloo butter coriander matar tomato,aloo_matar
butter chicken coriander garlic tomato turmeric,chicken_tikka_masala
basmati_rice cardamom garlic ghee ginger potato,vegetable_pulao
cashew chili semolina,upma
butter cashew chicken cumin,butter_chicken
basmati_rice ginger pepper potato,vegetable_pulao
amchur chickpea chili garlic oil tomato,chana_masala
coriander mustard_seeds oil onion toor_dal,dal_tadka
cardamom cashew coriander cream paneer yogurt,shahi_paneer
beans cashew chili curry_leaves ghee semolina,upma
anardana chickpea coriander ginger maida oil yogurt,chole_bhature
aloo cumin oil turmeric yogurt,dahi_aloo
beans cashew curry_leaves ginger oil semolina,upma
ajwain besan coriander paneer,pakora
basmati_rice garlic ghee mutton onion saffron turmeric,mutton_biryani
curry_leaves fenugreek rice urad_dal,idli
basmati_rice cumin garlic ghee oil,vegetable_pulao
basmati_rice bay_leaf cardamom chicken garlic ginger onion,chicken_pulao
asafoetida chili ginger toor_dal,dal_fry
asafoetida tomato toor_dal,dal_tadka
ajwain bhindi cumin garlic,bhindi_masala
asafoetida garlic mustard_seeds oil toor_dal,dal_tadka
asafoetida besan oil yogurt,kadhi_pakora
ajwain besan bhindi cumin,bhindi_masala
butter chili coriander cream paneer tomato,paneer_tikka_masala
aloo amchur garam_masala gobi oil,aloo_gobi
aloo besan bread_crumbs chaat_masala coriander ginger,aloo_tikki
ajwain coriander ginger paneer wheat_flour,paneer_paratha
basmati_rice chicken coriander mint rice saffron,chicken_biryani
aloo cumin garlic ghee methi onion turmeric,aloo_methi
chili cumin ghee lauki,lauki_sabzi
chili cumin ginger masoor_dal onion tomato,masoor_dal
cumin garlic ginger kasuri_methi rajma urad_dal,dal_makhani
garlic ginger kasuri_methi mushroom onion,mushroom_masala
asafoetida ginger masoor_dal,masoor_dal
ginger mustard_seeds onion tomato toor_dal,dal_tadka
coriander egg ginger oil onion,egg_curry
basmati_rice bay_leaf cardamom cauliflower mint yogurt,vegetable_biryani
aloo chili garlic ghee ginger gobi,aloo_gobi
beans capsicum carrot ginger peas tomato turmeric,mixed_vegetable
aloo cream garam_masala garlic palak,aloo_palak
aloo amchur garam_masala maida matar oil onion,samosa
coriander garlic ginger moong_dal,moong_dal
capsicum chili egg oil pepper,omelette
ginger moong_dal oil rice turmeric,khichdi
aloo amchur ghee methi oil onion,aloo_methi
cumin curry_leaves fish garlic onion tomato,fish_curry
butter coriander garlic onion pav pav_bhaji_masala potato,pav_bhaji
chili coriander garlic ginger matar onion paneer,matar_paneer
aloo cream oil palak turmeric,aloo_palak
cumin egg garlic ginger onion,anda_bhurji
basmati_rice beans cinnamon ghee ginger,vegetable_pulao
aloo cumin ghee methi oil,aloo_methi
cardamom chili cream ginger paneer,shahi_paneer
capsicum chili_sauce egg ginger rice spring_onion,egg_fried_rice
bhindi chili ginger tomato turmeric,bhindi_masala
aloo garam_masala ghee onion spinach,saag_aloo
aloo besan oil pav turmeric,vada_pav
chili cream garlic tomato,tomato_soup
coriander mutton pepper yogurt,mutton_curry
amchur chickpea ginger maida tomato yogurt,chole_bhature
capsicum chili egg ginger,anda_bhurji
basmati_rice coriander garlic ghee mutton turmeric,mutton_biryani
almond cardamom cashew milk rice sugar,kheer
coriander cumin fish tomato,fish_curry
butter cream ginger paneer turmeric,paneer_tikka_masala
chili ginger matar minced_meat,keema_matar
baingan cumin ginger onion,baingan_bharta
cumin onion paneer wheat_flour,paneer_paratha
chili coconut_milk fish ginger oil,fish_curry
capsicum corn garlic pepper rice soy_sauce,vegetable_fried_rice
basmati_rice bay_leaf clove ginger mutton onion,mutton_biryani
basmati_rice chicken chili cinnamon onion rice,chicken_biryani
capsicum chili coriander egg tomato,omelette
chicken kasuri_methi onion turmeric,chicken_curry
basmati_rice cumin garlic ghee,biryani
bhindi garam_masala garlic ginger tomato turmeric,bhindi_masala
bread chili cucumber,vegetable_sandwich
chili fish ginger,fish_curry
chili egg tomato,anda_bhurji
butter cashew garam_masala kasuri_methi onion paneer tomato,paneer_butter_masala
aloo chili coriander garlic methi onion,aloo_methi
bay_leaf garam_masala mutton oil yogurt,mutton_curry
aloo amchur chili maida oil onion,samosa
butter chili cream onion paneer tomato,paneer_butter_masala
butter capsicum coriander onion pav potato turmeric,pav_bhaji
coriander garlic ginger mushroom,mushroom_masala
besan fenugreek_seeds ginger onion turmeric yogurt,kadhi_pakora
aloo cumin ghee ginger methi onion,aloo_methi
coriander egg ginger oil tomato,egg_curry
cumin garlic moong_dal oil pepper rice,khichdi
basmati_rice corn ginger pepper,vegetable_pulao
besan curry_leaves onion yogurt,kadhi_pakora
cardamom garam_masala mutton yogurt,mutton_curry
aloo chili coriander garlic ginger spinach,saag_aloo
aloo butter chili palak,aloo_palak
aloo butter chili ginger kasuri_methi palak,aloo_palak
cream garam_masala garlic mushroom,mushroom_masala
cumin garam_masala mushroom onion,mushroom_masala
cumin garlic ginger prawn tomato turmeric,prawn_masala
cardamom ghee mutton,mutton_curry
besan chili onion paneer turmeric,pakora
beans carrot cumin ginger mushroom oil peas,mixed_vegetable
besan curry_leaves ginger oil turmeric yogurt,kadhi_pakora
